Stacja1;Stacja2;Dystans
Wroclaw Pracze;Gronowo Elblaskie;65,02
Wroclaw Pracze;Celestynow;167,03
Wroclaw Pracze;Kedzierzyn-Kozle;377,4
Wroclaw Pracze;Bierzwnik;445,02
Wroclaw Pracze;Luzino;383,76
Wroclaw Pracze;Opole Groszowice;289,74
Wroclaw Pracze;Gdynia Glowna;98,53
Wroclaw Pracze;Starczow;268,7
Wroclaw Pracze;Glowno;198,05
Wroclaw Pracze;Belchow;457,59
Wroclaw Pracze;Kostrzyn Wielkopolski;325,57
Wroclaw Pracze;Dziewule;144,64
Wroclaw Pracze;Wroclaw Osobowice;353,95
Wroclaw Pracze;Godetowo;286,83
Wroclaw Pracze;Sedziszow Malopolski;375,86
Wroclaw Pracze;Radom Glowny;302,44
Wroclaw Pracze;Ostrzeszow;23,85
Wroclaw Pracze;Swiebodzice;258,88
Wroclaw Pracze;Swinoujscie;215,79
Wroclaw Pracze;Wierzchowo Czluchowskie;72,34
Wroclaw Pracze;Deblin;267,63
Wroclaw Pracze;Nowa Wies Wielka;133,77
Wroclaw Pracze;Ruda Slaska;172,23
Wroclaw Pracze;Skorzewo;208,97
Wroclaw Pracze;Gorzanow;416,26
Wroclaw Pracze;Stara Lubianka;29,33
Wroclaw Pracze;Grabow Pilica;28,03
Wroclaw Pracze;Lezajsk;328,0
Wroclaw Pracze;Lodz Widzew;24,66
Wroclaw Pracze;Swieta Katarzyna;226,31
Wroclaw Pracze;Cekcyn;134,09
Wroclaw Pracze;Zyrardow;248,93
Wroclaw Pracze;Smetowo Smetowo;34,12
Wroclaw Pracze;Okonek;119,99
Wroclaw Pracze;Olesnica;135,51
Wroclaw Pracze;Domaszkow;479,53
Wroclaw Pracze;Morzeszczyn;9,16
Wroclaw Pracze;Dziembowko;132,9
Wroclaw Pracze;Czestochowa Stradom;334,39
Wroclaw Pracze;Chojnow;112,86
Wroclaw Pracze;Sulkowice;459,78
Wroclaw Pracze;Wroclaw Psie;464,44
Wroclaw Pracze;Rogow;49,38
Wroclaw Pracze;Boleszkowice;222,24
Wroclaw Pracze;Paslek;69,86
Wroclaw Pracze;Runowo Pomorskie;400,0
Wroclaw Pracze;Ruda Wielka;384,35
Wroclaw Pracze;Pulawy Miasto;455,22
Wroclaw Pracze;Plociczno Suwalk;464,21
Wroclaw Pracze;Sedzislaw;359,33
Wroclaw Pracze;Prabuty;81,04
Wroclaw Pracze;Czaplinek;467,83
Wroclaw Pracze;Kundzin;183,87
Wroclaw Pracze;Tarnow;206,17
Wroclaw Pracze;Zielonczyn;174,31
Wroclaw Pracze;Stronie;200,97
Wroclaw Pracze;Bincze;326,19
Wroclaw Pracze;Kluczbork;299,82
Wroclaw Pracze;Kolumna;375,23
Wroclaw Pracze;Czempin;246,24
Wroclaw Pracze;Strzelce Krajenskie Wschod;260,57
Wroclaw Pracze;Katowice;483,23
Wroclaw Pracze;Nowe Drezdenko;134,24
Wroclaw Pracze;Rokietnica;381,7
Wroclaw Pracze;Terespol;448,35
Wroclaw Pracze;Gniewkowo;154,12
Wroclaw Pracze;Olawa;330,93
Wroclaw Pracze;Zgierz;455,74
Wroclaw Pracze;Bukowo;305,02
Wroclaw Pracze;Ozarow Mazowiecki Ozarow;481,47
Wroclaw Pracze;Suwalki;404,05
Wroclaw Pracze;Zagan;88,61
Wroclaw Pracze;Zywiec;231,5
Wroclaw Pracze;Slonice;212,8
Wroclaw Pracze;Rytel;211,0
Wroclaw Pracze;Gizycko;433,41
Wroclaw Pracze;Stalowa Wola Rozwadow;257,17
Wroclaw Pracze;Warszawa WKD;59,31
Wroclaw Pracze;Bialystok Bacieczki;363,14
Wroclaw Pracze;Chodziez;262,7
Wroclaw Pracze;Wloszczowa;230,47
Wroclaw Pracze;Torun Miasto;54,49
Wroclaw Pracze;Otwock;13,64
Wroclaw Pracze;Greboszow;182,35
Wroclaw Pracze;Gdansk Oliwa;403,43
Wroclaw Pracze;Luban Slaski;86,75
Wroclaw Pracze;Rybnik Niedobczyce;21,0
Wroclaw Pracze;Smardzow Wroclawski;80,17
Wroclaw Pracze;Swidnik Miasto;232,87
Wroclaw Pracze;Tarnowskie Gory;146,02
Wroclaw Pracze;Elk;468,55
Wroclaw Pracze;Koszalin;406,03
Wroclaw Pracze;Warszawa Ursus;292,23
Wroclaw Pracze;Sopot;321,79
Wroclaw Pracze;Nieszawa Waganiec;288,28
Wroclaw Pracze;Kanie;314,22
Wroclaw Pracze;Kalisz Kaszubski;243,02
Wroclaw Pracze;Garwolin;171,28
Wroclaw Pracze;Paledzie;427,52
Wroclaw Pracze;Zubrzyk;126,53
Wroclaw Pracze;Szczytna;397,04
Wroclaw Pracze;Slawiecice;96,25
Wroclaw Pracze;Poraj;28,78
Wegliniec;Wolin;324,77
Wegliniec;Legnica;205,75
Wegliniec;Kalisz;450,72
Wegliniec;Machnacz;324,99
Wegliniec;Swidwin;313,26
Wegliniec;Monki;435,43
Wegliniec;Nowiny Wielkie;428,68
Wegliniec;Warszawa Ochota;99,09
Wegliniec;Dobroszyce;273,04
Wegliniec;Susz;142,68
Wegliniec;Jaworzyna Slaska;124,09
Wegliniec;Bydgoszcz Glowna;170,09
Wegliniec;Ilawa Glowna;448,9
Wegliniec;Golubie Kaszubskie;10,97
Wegliniec;Modlin Nowy;315,81
Wegliniec;Witaszyce;474,82
Wegliniec;Jablonowo Pomorskie;464,06
Wegliniec;Drawski Mlyn;426,99
Wegliniec;Lodz Kaliska;244,01
Wegliniec;Tczew;259,8
Wegliniec;Dziemiany Kaszubskie;457,17
Wegliniec;Duszniki-Zdroj;133,32
Wegliniec;Ziebice;182,92
Wegliniec;Nidzica;76,66
Wegliniec;Lowicz Glowny;378,41
Wegliniec;Scinawka Srednia;182,63
Wegliniec;NowaWies Mochy;65,42
Wegliniec;Rogozno Wielkopolskie;321,67
Wegliniec;Gorzkowice;363,4
Wegliniec;Stary Sacz;365,36
Wegliniec;Klodawa;332,18
Wegliniec;Poznan Glowny;458,29
Wegliniec;Lebork;73,37
Wegliniec;Borowa Olesnicka;356,27
Wegliniec;Wroclaw Kuzniki;336,31
Wegliniec;Turzno;300,96
Wegliniec;Serock;422,34
Wegliniec;Bochnia;253,0
Wegliniec;Wolczyn;52,94
Wegliniec;Koluszki;83,27
Wegliniec;Osowiec;487,4
Wegliniec;Kaliska;256,78
Wegliniec;Swiekatowo;93,16
Wegliniec;Damnica;437,17
Wegliniec;Pierzchno;344,51
Wegliniec;Warszawa Srodmiescie;157,4
Wegliniec;Walbrzych Miasto;481,59
Wegliniec;Rabka-Zdroj;305,51
Wegliniec;Bladzim;192,17
Wegliniec;Wronki;310,78
Wegliniec;Lancut;91,59
Wegliniec;Wloszakowice;356,37
Wegliniec;Opalenica;265,77
Wegliniec;Imbramowice;314,38
Wegliniec;Lubon Poznania;403,24
Wegliniec;Ciechanow;38,61
Wegliniec;Czeremcha;233,32
Wegliniec;Brusy;238,19
Wegliniec;Roztoki Bystrzyckie;220,41
Wegliniec;Szymiszow;45,22
Wegliniec;Sulejowek Milosna;355,5
Wegliniec;Krakow Glowny;31,35
Wegliniec;Kamieniec Zabkowicki;367,68
Wegliniec;Warszawa Wschodnia;434,23
Wegliniec;Bierutow;234,73
Wegliniec;Kaliska Kujawskie;132,03
Wegliniec;Parlin;96,16
Wegliniec;Szamotuly;220,02
Wegliniec;Grodzisk Mazowiecki;185,4
Wegliniec;Janikowo;362,33
Wegliniec;Plochocin;34,11
Wegliniec;Konopki;18,26
Wegliniec;Szczecinek;32,03
Wegliniec;Zary;287,47
Wegliniec;Raba Wyzna;150,32
Wegliniec;Barlogi;324,61
Wegliniec;Tomaszow Mazowiecki;410,85
Wegliniec;Zawiercie;477,33
Wegliniec;Pszczyna;350,55
Wegliniec;Szczepki;291,7
Wegliniec;Satopy-Samulewo;37,0
Wegliniec;Brzeg Dolny;146,33
Wegliniec;Tychowo;150,26
Wegliniec;Morag;459,38
Wegliniec;Zlotow;194,84
Wegliniec;Nowy Tomysl;279,02
Wegliniec;Chelm;414,47
Wegliniec;Pamiatkowo;230,67
Wegliniec;Laskowice Pomorskie;427,53
Wegliniec;Zalesie Gorne;153,1
Wegliniec;Iwin;51,33
Wegliniec;Witnica;172,88
Wegliniec;Boleslawiec;299,16
Wegliniec;Krzywizna;329,73
Wegliniec;Bytom;92,49
Wegliniec;Boguszow-Gorce Zachod;102,78
Wegliniec;Czarna Woda;421,3
Wegliniec;Chojna;35,63
Wegliniec;Dolice;83,35
Wegliniec;Pionki Zachodnie;380,87
Wegliniec;Sosnie Ostrowskie;328,0
Wegliniec;Naklo Notecia;227,99
Wegliniec;Kotomierz;203,73
Wegliniec;Lublin Glowny;366,41
Wegliniec;Warszawa Rembertow;368,49
Wegliniec;Szczecin Dabie;263,43
Wegliniec;Milanowek;206,08
Wegliniec;Sulechow;84,48
Wegliniec;Dzialdowo;75,88
Wegliniec;Sidra;491,9
Wegliniec;Nasielsk;45,29
Wegliniec;Mlawa;161,41
Wegliniec;Sterkowiec;487,79
Wegliniec;Dabrowa Bialostocka;180,45
Wegliniec;Lednogora;342,49
Wegliniec;Polanica-Zdroj;201,87
Wegliniec;Wejherowo;187,19
Wegliniec;Lencze;103,73
Wegliniec;Mieszkow;152,33
Wegliniec;Poznan Debiec;388,51
Wegliniec;Zawadzkie;413,06
Wegliniec;Chynow;115,93
Wegliniec;Zielonka Pomorska;7,99
Wegliniec;Barchow;356,32
Wegliniec;Taczanow;431,58
Wegliniec;Oborniki Wielkopolskie;116,5
Wegliniec;Kepno;59,64
Wegliniec;Bydgoszcz Zachod;414,64
Wegliniec;Zdrody Nowe;47,3
Wegliniec;Korzensko;180,15
Wegliniec;Prudnik;27,33
Wegliniec;Piotrkow Trybunalski;165,1
Wegliniec;Kudowa-Zdroj;495,16
Wegliniec;Sierakowice Skierniewickie;407,01
Wegliniec;Malkinia Malkinia;339,99
Wegliniec;Szczytno;490,82
Wegliniec;Zgorzelec Ujazd;197,42
Wegliniec;Sadurki;176,26
Wegliniec;Chelm Miasto;127,88
Wegliniec;Wloclawek Zazamcze;197,93
Wegliniec;Brwinow;485,8
Wegliniec;Raciborz;210,66
Wegliniec;Radymno;99,53
Wegliniec;Mialy;270,02
Wegliniec;Warszawa Zachodnia;489,18
Wegliniec;Szklarska Poreba Gorna;385,12
Wegliniec;Wasilkow;125,73
Wegliniec;Konin;112,42
Wegliniec;Miedzyrzec Podlaski;128,55
Wegliniec;Debica;429,94
Wegliniec;Bydgoszcz Legnowo;271,16
Wegliniec;Hel;473,19
Wegliniec;Bardo Przylek;222,01
Wegliniec;Kamienna Nowa;312,01
Wegliniec;Leczyca;286,97
Wegliniec;Jablon Koscielna;354,14
Wegliniec;Bystrzyca Klodzka Przedmiescie;42,58
Wegliniec;Poronin;190,13
Wegliniec;Rzepin;462,96
Wegliniec;Wroclaw Glowny;104,15
Wegliniec;Zdzieszowice;47,55
Wegliniec;Janinow;235,25
Wegliniec;Malczyce;447,15
Wegliniec;Koniecpol;193,39
Wegliniec;Klodzko Glowne;352,13
Wegliniec;Jasien Brzeski;98,74
Wegliniec;Chrzesne;178,76
Wegliniec;Stryszow;331,84
Wegliniec;Lipowa Tucholska;361,14
Wegliniec;Rzeszow Glowny;483,68
Wegliniec;Zblewo;374,6
Wegliniec;Gorzow Wielkopolski;279,98
Wegliniec;Zlotniki Kujawskie;137,91
Wegliniec;Lubliniec;397,36
Wegliniec;Biskupice Wielkopolskie;472,99
Wegliniec;Poznan Garbary;436,08
Wegliniec;Kolodziejewo;39,39
Wegliniec;Racibory Nowe;43,94
Wegliniec;Bialystok;7,71
Wegliniec;Lukow;473,6
Wegliniec;Warszawa Gdanska;357,89
Wegliniec;Miechow;36,6
Wegliniec;Kostrzyn Kostrzyn;249,84
Wegliniec;Krakow Plaszow;103,07
Wegliniec;Kowalewo Pomorskie;9,7
Wegliniec;Suchedniow;323,11
Wegliniec;Mrozy;405,18
Wegliniec;Zlocieniec;202,35
Wegliniec;Michalin;327,26
Wegliniec;Olsztyn Zachodni;20,85
Wegliniec;Pruszkow;113,82
Wegliniec;Lodz Chojny;405,76
Wegliniec;Bednary;316,6
Wegliniec;Puck;261,7
Wegliniec;Opole Glowne;438,14
Wegliniec;Kielce;430,21
Wegliniec;Kornelin;250,25
Wegliniec;Panki;326,94
Wegliniec;Wabrzezno;14,29
Wegliniec;Zbaszynek;246,87
Wegliniec;Leszno;342,06
Wegliniec;Bielsk Podlaski;407,45
Wegliniec;Sucha Beskidzka;170,25
Wegliniec;Baborowko;311,36
Wegliniec;Smolec;304,96
Wegliniec;Wloclawek;30,23
Wegliniec;Sierakow Slaski;175,77
Wegliniec;Poznan Wola;209,23
Wegliniec;Kotlin;445,0
Wegliniec;Pobiedziska;121,86
Wegliniec;Zbaszyn;495,65
Wegliniec;Wydminy;367,13
Wegliniec;Balinka;270,21
Wegliniec;Sochaczew;343,66
Wegliniec;Zajezierze Kolo;267,37
Wegliniec;Tluszcz;187,41
Wegliniec;Rybnik;240,11
Wegliniec;Jastrzebna;198,43
Wegliniec;Siedlce;6,19
Wegliniec;Ilowiec;209,76
Wegliniec;Lobez;476,46
Wegliniec;Bialy Bor;496,02
Wegliniec;Mokra Mokra;463,85
Wegliniec;Silno;231,94
Wegliniec;Bytom Odrzanski;487,86
Wegliniec;Szydlow;19,37
Wegliniec;Blonie;19,12
Wegliniec;Jezewo;24,17
Wegliniec;Wierzchucin;337,87
Wegliniec;Wilkoszewice;322,62
Wegliniec;Swarzedz;192,91
Wegliniec;Lowczowek Plesna;358,18
Wegliniec;Bielsko-Biala Glowna;261,1
Wegliniec;Trzcianka;160,0
Wegliniec;Kuznica Bialostocka;461,67
Wegliniec;Slawno;195,29
Wegliniec;Gliwice;78,4
Wegliniec;Jedrzejow;315,84
Wegliniec;Grzmiaca;318,08
Wegliniec;Strzalkowo;63,62
Wegliniec;Miedzylesie;389,94
Wegliniec;Piastow;300,07
Wegliniec;Czerwiensk;194,47
Wegliniec;Miedzyzdroje;163,62
Wegliniec;Wrzesnia;171,58
Wegliniec;Lipka Krajenska;378,12
Wegliniec;Knyszyn;439,56
Wegliniec;Sroda Wielkopolska;207,18
Wegliniec;Jelenia Gora;177,47
Wegliniec;Krzeszowice;473,0
Wegliniec;Dabrowa Gornicza;155,41
Wegliniec;Milik;76,71
Wegliniec;Strykow;24,55
Wegliniec;Jarocin;122,71
Wegliniec;Olesno Slaskie;155,0
Wegliniec;Zegiestow Zdroj;488,79
Wegliniec;Kamien Pomorski;180,11
Wegliniec;Dobieszyn;369,39
Wegliniec;Bardo Slaskie;100,39
Wegliniec;Bialogard;190,25
Wegliniec;Budachow;450,0
Wegliniec;Bialosliwie;459,15
Wegliniec;Dobiegniew;329,96
Wegliniec;Maksymilianowo;52,86
Wegliniec;Biala Podlaska;412,68
Wegliniec;Siemiatycze;84,74
Wegliniec;Naleczow;181,17
Wegliniec;Zebrzydowice;127,83
Wegliniec;Sztum;441,19
Wegliniec;Przeworsk;378,3
Wegliniec;Kutno;148,58
Wegliniec;Kolo;285,9
Wegliniec;Warszawa Wlochy;56,04
Wegliniec;Babimost;436,68
Wegliniec;Warszawa Stadion;318,24
Wegliniec;Sieradz;417,23
Wegliniec;Nowy Sacz;386,58
Wegliniec;Elblag;263,76
Wegliniec;Wrzosow;30,54
Wegliniec;Korsze;56,38
Wegliniec;Jaroslaw;328,87
Wegliniec;Siechnice;115,29
Wegliniec;Warszawa Powisle;177,82
Wegliniec;Podborsko;144,98
Wegliniec;Warszawa Miedzylesie;69,15
Wegliniec;Pelplin;165,36
Wegliniec;Mlodow;187,92
Wegliniec;Krasiejow;323,07
Wegliniec;Kowalow;250,17
Wegliniec;Sosnowiec Glowny;202,21
Wegliniec;Rytro;336,39
Wegliniec;Lugi Gorzyckie;282,86
Wegliniec;Gadkow Wielki;336,25
Wegliniec;Anieliny;308,94
Wegliniec;Laskarzew Przystanek;134,65
Wegliniec;Minsk Mazowiecki;158,64
Wegliniec;Pilawa;228,32
Wegliniec;Lipno Nowe;372,42
Wegliniec;Potegowo;133,7
Wegliniec;Pierzyska;449,3
Wegliniec;Mogilno;268,4
Wegliniec;Stare Bojanowo;398,13
Wegliniec;Gniezno;486,73
Wegliniec;Krakow Swoszowice;211,46
Wegliniec;Pleszew;319,38
Wegliniec;Kielpino Kartuskie;383,55
Wegliniec;Barcice;43,7
Wegliniec;Zabkowice Slaskie;118,67
Wegliniec;Kolobrzeg;478,35
Wegliniec;Przywory Opolskie;332,52
Wegliniec;Wierchomla Wielka;218,26
Wegliniec;Gdansk Wrzeszcz;7,04
Wegliniec;Skierniewice;105,19
Wegliniec;Steszew;126,59
Wegliniec;Czarna Tarnowska;230,0
Wegliniec;Przetycz Stare;257,39
Wegliniec;Debe Wielkie;385,31
Wegliniec;Grupa;298,55
Wegliniec;Wieliczka Park;84,42
Wegliniec;Jawor;414,87
Wegliniec;Katowice Ligota;446,31
Wegliniec;Lomnica-Zdroj;241,3
Wegliniec;Jozefow;494,36
Wegliniec;Kobylnica;26,88
Wegliniec;Piwniczna;272,52
Wegliniec;Gryfice;310,89
Wegliniec;Slupsk;499,54
Wegliniec;Oswiecim;38,84
Wegliniec;Gdansk Glowny;448,43
Wegliniec;Oborniki Slaskie;421,65
Wegliniec;Budzyn;149,69
Wegliniec;Rybnik Paruszowiec;134,29
Wegliniec;Wroclaw Lesnica;85,13
Wegliniec;Wroclaw Brochow;140,09
Wegliniec;Gluszyca;468,84
Wegliniec;Torun Wschodni;202,98
Wegliniec;Stare Pole;126,46
Wegliniec;Jastarnia;233,63
Wegliniec;Warszawa Wilenska;246,48
Wegliniec;Miedzyborow;290,94
Wegliniec;Pabianice;313,8
Wegliniec;Zarow;432,41
Wegliniec;Leba;274,18
Wegliniec;Pobiedziska Letnisko;89,2
Wegliniec;Biadoliny;470,25
Wegliniec;Andrychow;433,65
Wegliniec;Rosochatka;434,59
Wegliniec;Rumia;304,2
Wegliniec;Rawicz;281,32
Wegliniec;Zielona Gora Glowna;13,92
Wegliniec;Czerwonka;301,92
Wegliniec;Chorzow Batory;286,36
Wegliniec;Puszczykowko;45,71
Wegliniec;Strzebielino Morskie;311,57
Wegliniec;Warka;278,82
Wegliniec;Malowice Wolowskie;482,45
Wegliniec;Pruszcz Gdanski;52,09
Wegliniec;Chocicza;108,96
Wegliniec;Czarna Bialostocka;490,52
Wegliniec;Podlasek;310,09
Wegliniec;Baby;295,61
Wegliniec;Radziwillow Mazowiecki;88,92
Wegliniec;Krasnik;293,98
Wegliniec;Lutol Suchy;123,84
Wegliniec;Zabki;343,9
Wegliniec;Radomsko;423,04
Wegliniec;Wroclaw Zachodni;406,24
Wegliniec;Jastrzab;470,32
Wegliniec;Glogowek;339,31
Wegliniec;Miasteczko Krajenskie;34,4
Wegliniec;Scinawa;435,74
Wegliniec;Osie;11,11
Wegliniec;Dobczyn;344,06
Wegliniec;Pepowo;409,89
Wegliniec;Pomiechowek;289,61
Wegliniec;Twarda Gora;406,52
Wegliniec;Gdynia Chylonia;332,45
Wegliniec;Strzelce Opolskie;435,83
Wegliniec;Oborzyska Stare;463,18
Wegliniec;Gronowo Elblaskie;359,99
Wegliniec;Celestynow;176,35
Wegliniec;Kedzierzyn-Kozle;351,42
Wegliniec;Bierzwnik;126,73
Wegliniec;Luzino;278,82
Wegliniec;Opole Groszowice;294,36
Wegliniec;Gdynia Glowna;374,53
Wegliniec;Starczow;318,96
Wegliniec;Glowno;99,92
Wegliniec;Belchow;180,38
Wegliniec;Kostrzyn Wielkopolski;206,71
Wegliniec;Dziewule;187,17
Wegliniec;Wroclaw Osobowice;141,87
Wegliniec;Godetowo;33,74
Wegliniec;Sedziszow Malopolski;440,62
Wegliniec;Radom Glowny;234,93
Wegliniec;Ostrzeszow;493,11
Wegliniec;Swiebodzice;339,7
Wegliniec;Swinoujscie;7,84
Wegliniec;Wierzchowo Czluchowskie;433,43
Wegliniec;Deblin;138,74
Wegliniec;Nowa Wies Wielka;414,5
Wegliniec;Ruda Slaska;9,91
Wegliniec;Skorzewo;139,63
Wegliniec;Gorzanow;315,63
Wegliniec;Stara Lubianka;332,8
Wegliniec;Grabow Pilica;295,65
Wegliniec;Lezajsk;416,13
Wegliniec;Lodz Widzew;314,2
Wegliniec;Swieta Katarzyna;97,42
Wegliniec;Cekcyn;169,96
Wegliniec;Zyrardow;301,66
Wegliniec;Smetowo Smetowo;436,17
Wegliniec;Okonek;110,77
Wegliniec;Olesnica;209,92
Wegliniec;Domaszkow;400,29
Wegliniec;Morzeszczyn;308,21
Wegliniec;Dziembowko;482,65
Wegliniec;Czestochowa Stradom;398,66
Wegliniec;Chojnow;53,95
Wegliniec;Sulkowice;233,63
Wegliniec;Wroclaw Psie;316,19
Wegliniec;Rogow;418,57
Wegliniec;Boleszkowice;311,58
Wegliniec;Paslek;345,96
Wegliniec;Runowo Pomorskie;398,11
Wegliniec;Ruda Wielka;48,12
Wegliniec;Pulawy Miasto;471,84
Wegliniec;Plociczno Suwalk;349,98
Wegliniec;Sedzislaw;145,38
Wegliniec;Prabuty;442,23
Wegliniec;Czaplinek;483,84
Wegliniec;Kundzin;194,06
Wegliniec;Tarnow;185,61
Wegliniec;Zielonczyn;296,93
Wegliniec;Stronie;365,46
Wegliniec;Bincze;398,1
Wegliniec;Kluczbork;392,92
Wegliniec;Kolumna;193,71
Wegliniec;Czempin;292,17
Wegliniec;Strzelce Krajenskie Wschod;351,93
Wegliniec;Katowice;154,43
Wegliniec;Nowe Drezdenko;167,39
Wegliniec;Rokietnica;361,99
Wegliniec;Terespol;266,27
Wegliniec;Gniewkowo;349,36
Wegliniec;Olawa;33,01
Wegliniec;Zgierz;272,43
Wegliniec;Bukowo;379,73
Wegliniec;Ozarow Mazowiecki Ozarow;158,29
Wegliniec;Suwalki;125,62
Wegliniec;Zagan;478,13
Wegliniec;Zywiec;335,75
Wegliniec;Slonice;279,12
Wegliniec;Rytel;236,67
Wegliniec;Gizycko;379,81
Wegliniec;Stalowa Wola Rozwadow;74,69
Wegliniec;Warszawa WKD;47,7
Wegliniec;Bialystok Bacieczki;492,79
Wegliniec;Chodziez;232,2
Wegliniec;Wloszczowa;160,4
Wegliniec;Torun Miasto;296,12
Wegliniec;Otwock;493,85
Wegliniec;Greboszow;187,07
Wegliniec;Gdansk Oliwa;351,73
Wegliniec;Luban Slaski;363,46
Wegliniec;Rybnik Niedobczyce;55,84
Wegliniec;Smardzow Wroclawski;55,37
Wegliniec;Swidnik Miasto;136,5
Wegliniec;Tarnowskie Gory;237,91
Wegliniec;Elk;268,85
Wegliniec;Koszalin;361,62
Wegliniec;Warszawa Ursus;404,73
Wegliniec;Sopot;128,13
Wegliniec;Nieszawa Waganiec;433,09
Wegliniec;Kanie;24,56
Wegliniec;Kalisz Kaszubski;188,72
Wegliniec;Garwolin;206,11
Wegliniec;Paledzie;148,31
Wegliniec;Zubrzyk;271,41
Wegliniec;Szczytna;61,29
Wegliniec;Slawiecice;26,42
Wegliniec;Poraj;189,72
Wolin;Legnica;31,43
Wolin;Kalisz;145,06
Wolin;Machnacz;298,1
Wolin;Swidwin;25,39
Wolin;Monki;396,32
Wolin;Nowiny Wielkie;414,05
Wolin;Warszawa Ochota;128,58
Wolin;Dobroszyce;357,27
Wolin;Susz;217,53
Wolin;Jaworzyna Slaska;329,6
Wolin;Bydgoszcz Glowna;191,47
Wolin;Ilawa Glowna;31,85
Wolin;Golubie Kaszubskie;276,34
Wolin;Modlin Nowy;35,39
Wolin;Witaszyce;171,56
Wolin;Jablonowo Pomorskie;493,42
Wolin;Drawski Mlyn;60,08
Wolin;Lodz Kaliska;119,57
Wolin;Tczew;426,11
Wolin;Dziemiany Kaszubskie;33,37
Wolin;Duszniki-Zdroj;268,21
Wolin;Ziebice;13,46
Wolin;Nidzica;307,32
Wolin;Lowicz Glowny;134,51
Wolin;Scinawka Srednia;331,64
Wolin;NowaWies Mochy;186,29
Wolin;Rogozno Wielkopolskie;5,28
Wolin;Gorzkowice;173,39
Wolin;Stary Sacz;84,53
Wolin;Klodawa;187,78
Wolin;Poznan Glowny;456,67
Wolin;Lebork;171,18
Wolin;Borowa Olesnicka;486,73
Wolin;Wroclaw Kuzniki;319,15
Wolin;Turzno;393,56
Wolin;Serock;319,39
Wolin;Bochnia;310,04
Wolin;Wolczyn;439,41
Wolin;Koluszki;143,28
Wolin;Osowiec;458,82
Wolin;Kaliska;259,78
Wolin;Swiekatowo;69,06
Wolin;Damnica;255,07
Wolin;Pierzchno;402,0
Wolin;Warszawa Srodmiescie;36,54
Wolin;Walbrzych Miasto;50,27
Wolin;Rabka-Zdroj;53,66
Wolin;Bladzim;464,61
Wolin;Wronki;54,28
Wolin;Lancut;395,87
Wolin;Wloszakowice;32,08
Wolin;Opalenica;455,65
Wolin;Imbramowice;429,63
Wolin;Lubon Poznania;493,71
Wolin;Ciechanow;322,76
Wolin;Czeremcha;381,53
Wolin;Brusy;383,48
Wolin;Roztoki Bystrzyckie;142,6
Wolin;Szymiszow;166,43
Wolin;Sulejowek Milosna;450,64
Wolin;Krakow Glowny;419,82
Wolin;Kamieniec Zabkowicki;254,59
Wolin;Warszawa Wschodnia;116,2
Wolin;Bierutow;398,9
Wolin;Kaliska Kujawskie;83,4
Wolin;Parlin;436,39
Wolin;Szamotuly;450,02
Wolin;Grodzisk Mazowiecki;319,58
Wolin;Janikowo;8,47
Wolin;Plochocin;499,1
Wolin;Konopki;478,59
Wolin;Szczecinek;40,36
Wolin;Zary;117,52
Wolin;Raba Wyzna;420,59
Wolin;Barlogi;343,95
Wolin;Tomaszow Mazowiecki;102,17
Wolin;Zawiercie;465,11
Wolin;Pszczyna;126,39
Wolin;Szczepki;232,02
Wolin;Satopy-Samulewo;467,53
Wolin;Brzeg Dolny;139,65
Wolin;Tychowo;24,62
Wolin;Morag;291,99
Wolin;Zlotow;108,9
Wolin;Nowy Tomysl;135,15
Wolin;Chelm;69,42
Wolin;Pamiatkowo;7,54
Wolin;Laskowice Pomorskie;374,83
Wolin;Zalesie Gorne;195,5
Wolin;Iwin;182,8
Wolin;Witnica;432,62
Wolin;Boleslawiec;136,32
Wolin;Krzywizna;257,14
Wolin;Bytom;109,26
Wolin;Boguszow-Gorce Zachod;428,87
Wolin;Czarna Woda;423,19
Wolin;Chojna;78,23
Wolin;Dolice;495,51
Wolin;Pionki Zachodnie;201,96
Wolin;Sosnie Ostrowskie;24,11
Wolin;Naklo Notecia;192,43
Wolin;Kotomierz;341,83
Wolin;Lublin Glowny;271,91
Wolin;Warszawa Rembertow;301,95
Wolin;Szczecin Dabie;406,84
Wolin;Milanowek;345,08
Wolin;Sulechow;475,47
Wolin;Dzialdowo;13,29
Wolin;Sidra;311,62
Wolin;Nasielsk;256,9
Wolin;Mlawa;112,02
Wolin;Sterkowiec;260,01
Wolin;Dabrowa Bialostocka;498,62
Wolin;Lednogora;376,91
Wolin;Polanica-Zdroj;267,51
Wolin;Wejherowo;320,55
Wolin;Lencze;350,06
Wolin;Mieszkow;259,79
Wolin;Poznan Debiec;133,1
Wolin;Zawadzkie;483,95
Wolin;Chynow;14,8
Wolin;Zielonka Pomorska;17,69
Wolin;Barchow;191,7
Wolin;Taczanow;93,07
Wolin;Oborniki Wielkopolskie;440,72
Wolin;Kepno;392,94
Wolin;Bydgoszcz Zachod;66,66
Wolin;Zdrody Nowe;141,57
Wolin;Korzensko;486,06
Wolin;Prudnik;88,1
Wolin;Piotrkow Trybunalski;337,71
Wolin;Kudowa-Zdroj;430,53
Wolin;Sierakowice Skierniewickie;87,72
Wolin;Malkinia Malkinia;418,37
Wolin;Szczytno;258,98
Wolin;Zgorzelec Ujazd;170,9
Wolin;Sadurki;338,97
